Title|Author|Genre|Series|Year|Synopsis|Path|ProcessingDate|FileCount|TotalSizeMB|CoverArtFound
Estudio En Escarlata|Arthur Conan Doyle|Detective Fiction, Mystery|Sherlock Holmes|1887|This novel introduces the iconic detective Sherlock Holmes and Dr. John Watson, chronicling their initial meeting and their first case together. The story unfolds as they investigate a perplexing murder in an abandoned house in London, leading them through a tangled web of clues, secret societies, and a past tale of revenge in the American West.|Arthur Conan Doyle\Estudio En Escarlata|2025-10-06 18:49:42|1|124.8|False
Fahrenheit 451|Ray Bradbury|Dystopian, Science Fiction|Unknown|1953|"In a future American society where books are outlawed and ""firemen"" burn any found, Guy Montag, a fireman, begins to question his profession and the values of his society after meeting a curious young woman and an old professor. The novel explores themes of censorship, conformity, and the importance of knowledge."|Ray Bradbury\Fahrenheit 451|2025-10-06 18:49:52|1|325.11|False
Os Matarán En Nombre De Dios|Fernando San Agustín|Current Affairs|Unknown|Unknown|This book analyzes the origins, ideology, and evolution of jihadist terrorism, particularly focusing on groups like ISIS and Al-Qaeda, and the historical and political factors that drive these movements.|Fernando San Agustín\Os Matarán En Nombre De Dios|2025-10-06 18:50:00|1|357.62|True
Física Hasta En La Sopa|Hernán Grecco|Popular Science|Unknown|Unknown|This book, written by Hernán Grecco, aims to demystify physics by illustrating its presence in everyday life. It explains fundamental concepts and phenomena through relatable examples, making the subject accessible and engaging for a general audience.|Hernán Grecco\Física Hasta En La Sopa|2025-10-06 18:50:11|1|15.38|False
La Canción De Aquiles|Madeline Miller|Historical Fiction, Mythological Fiction|Unknown|2011|A poignant retelling of Homer's Iliad from the perspective of Patroclus, chronicling his profound relationship with Achilles from their youth to their tragic fates during the Trojan War.|Madeline Miller\La Canción De Aquiles|2025-10-06 18:50:23|1|398.02|False
La Divina Comedia|Dante Alighieri|Epic Poetry, Allegory|Unknown|c. 1320|An epic poem detailing Dante's allegorical journey through Hell (Inferno), Purgatory (Purgatorio), and Paradise (Paradiso), exploring themes of sin, redemption, divine justice, and the soul's path to God, guided first by the Roman poet Virgil and later by Beatrice.|Dante Alighieri\La Divina Comedia|2025-10-06 18:50:33|1|314.41|False
La Protegida|Rafael Tarradas Bultó|Historical Thriller|Unknown|2017|La Protegida is a historical thriller set in early 20th century Barcelona, Spain. The story follows Clara, a young woman seeking revenge for her parents' assassination, as she becomes entangled in a dangerous web of political intrigue, espionage, and anarchism, uncovering dark secrets about her family and the nation's turbulent future.|Rafael Tarradas Bultó\La Protegida|2025-10-06 18:50:42|1|671.57|True
La Psicología Del Dinero|Yor D. Andonov|Finance|Unknown|Unknown|This book likely explores the psychological factors that influence financial decisions, money management, and wealth accumulation, offering insights into the human behavior surrounding money.|Yor D. Andonov\La Psicología Del Dinero|2025-10-06 18:50:55|1|410.61|True
La Ley Del Mínimo Esfuerzo Logra Más Haciendo Menos|Juanjo Ramos|Self-Help|Unknown|2018|This book provides strategies and insights on how to achieve more by exerting less effort, focusing on optimizing time, energy, and resources to maximize productivity and attain goals efficiently and with reduced stress.|Juanjo Ramos\La Ley Del Mínimo Esfuerzo Logra Más Haciendo Menos|2025-10-06 18:51:04|1|29.69|False
La Muerte No Existe: 15 Años De Investigación Sobre El Más Allá|Francisco Gavilán García|Esoteric Spirituality|Unknown|2011|This book presents the findings of 15 years of research into the afterlife, offering arguments and evidence to suggest that death is not the end, but rather a transition, and exploring the continuation of consciousness and the nature of the soul.|Francisco Gavilán García\La Muerte No Existe 15 Años De Investigación Sobre El Más Allá|2025-10-06 18:51:15|1|286.93|False
La Vegetariana|Han Kang|Literary Fiction, Psychological Fiction|Unknown|2007|After a disturbing dream, a young woman named Yeong-hye decides to stop eating meat. This decision challenges her family's conventional values and leads her down a path of increasing alienation, self-starvation, and a desire to divest herself of her own humanity, yearning to transform into a plant.|Han Kang\La Vegetariana|2025-10-06 18:51:29|1|288.5|False
Los Niños Imaginarios|Valentina Toro|Children's Literature, Fantasy, Adventure|Unknown|2017|A story about a group of children who, in a world full of routine, discover a magical place where their imaginary friends come to life. They embark on an adventure that teaches them the power of imagination, friendship, and courage.|Valentina Toro\Los Niños Imaginarios|2025-10-06 18:51:40|1|173.82|False
Lo Que No Me Enseñaron: Lo Que Todos Necesitamos Conocer Del Dinero|Andrés Panasiuk|Personal Finance|Unknown|2005|This book provides practical principles and essential knowledge for managing personal finances, covering topics like budgeting, saving, investing, and eliminating debt, often from a faith-based perspective. It aims to equip readers with financial wisdom not typically taught in schools.|Andrés Panasiuk\Lo Que No Me Enseñaron Lo Que Todos Necesitamos Conocer Del Dinero|2025-10-06 18:51:49|1|71.3|False
Matemática Hasta En La Sopa|Juan Sabia|Popular Science, Mathematics|Unknown|2012|This book explores the presence of mathematics in everyday life, from simple daily activities to more complex phenomena, aiming to demystify the subject and show its practical and engaging applications in an accessible way.|Juan Sabia\Matemática Hasta En La Sopa|2025-10-06 18:51:59|1|16.51|False
Mejora Tu Cerebro Cada Día|Daniel G. Amen|Self-Help|Unknown|1999|This book by Dr. Daniel G. Amen offers practical strategies and exercises to improve brain health, manage mood disorders like anxiety and depression, and enhance cognitive function for a better quality of life.|Daniel G. Amen\Mejora Tu Cerebro Cada Día|2025-10-06 18:52:08|1|489.33|False
Diario De Un Jubilado|Miguel Delibes|Humorous Fiction|Unknown|1998|The diary entries of Lorenzo, a recently retired official, who meticulously records his daily routines, observations, and reflections on aging, the passage of time, and the changing Spanish society with wit and introspection.|Miguel Delibes\Diario De Un Jubilado|2025-10-06 18:52:21|1|127.68|True
No Culpes Al Karma De Lo Que Te Pasa Por Gilipollas|Laura Norton|Humorous Fiction|Unknown|2014|Sara, a young woman, believes that karma is to blame for all the misfortunes happening in her life, especially with her impending wedding and the return of her seemingly perfect sister. This book offers a humorous and light-hearted take on self-pity and the complexities of modern life.|Laura Norton\No Culpes Al Karma De Lo Que Te Pasa Por Gilipollas|2025-10-06 18:52:30|1|325.71|False
Cuentos de buenas noches para niñas rebeldes|Elena Favilli and Francesca Cavallo|Children's Non-fiction, Biographies, Inspirational|Good Night Stories for Rebel Girls|2017|A collection of empowering bedtime stories featuring the lives of 100 inspiring women from history and the present, aimed at encouraging young girls to dream big and achieve their potential.|Elena Favilli And Francesca Cavallo\Cuentos De Buenas Noches Para Niñas Rebeldes|2025-10-06 18:52:40|1|113.4|False
Pequeños Rebeldes|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown\Pequeños Rebeldes|2025-10-06 18:52:56|1|119.49|False
Química Hasta En La Sopa|Ileana Lotersztain, Silvana Fucito|Science Popularization|Ciencia que ladra...|2016|This book delves into the chemistry present in everyday life, explaining the scientific principles behind common substances and phenomena, from food and cleaning products to cosmetics. It aims to make chemistry accessible and engaging for a general audience by exploring how things work at a molecular level.|Ileana Lotersztain, Silvana Fucito\Química Hasta En La Sopa|2025-10-06 18:53:07|1|23.38|False
Recupera Tu Atención|Geneviève Lavoie|Self-help|Unknown|Unknown|A guide or reflection on how to improve or recover one's ability to focus and pay attention.|Geneviève Lavoie\Recupera Tu Atención|2025-10-06 18:53:18|1|78.09|False
Recupera Tu Mente, Reconquista Tu Vida|Marian Rojas Estapé|Self-help, Psychology, Personal Development|Unknown|2021|This book offers practical tools and insights into how the brain works, helping readers understand and manage their thoughts and emotions to achieve mental well-being and live a more fulfilling life. It focuses on recovering control over one's mind and reconquering one's life through conscious effort and understanding of psychological principles.|Marian Rojas Estapé\Recupera Tu Mente, Reconquista Tu Vida|2025-10-06 18:53:25|1|336.91|False
Relatos De Miedo Para Escuchar De Noche|Markus Loveer|Horror|Unknown|Unknown|A collection of scary stories designed to be listened to at night.|Markus Loveer\Relatos De Miedo Para Escuchar De Noche|2025-10-06 18:53:34|1|38.0|False
Reliquia De Un Mundo Olvidado|H.P. Lovecraft|Cosmic Horror, Weird Fiction|Unknown|Unknown|This title, likely an anthology or collection, delves into H.P. Lovecraft's signature cosmic horror. His works explore humanity's insignificance in a vast, uncaring universe inhabited by ancient, malevolent entities. Stories typically feature protagonists encountering forbidden knowledge, forgotten civilizations, and non-Euclidean horrors that challenge their sanity, often touching upon themes of lost worlds and their terrifying secrets.|H.P. Lovecraft\Reliquia De Un Mundo Olvidado|2025-10-06 18:53:43|1|34.75|False
Robin Hood Rebelión|Joan Prats|Adventure, Historical Fiction, Folklore|Unknown|Unknown|The legendary tale of Robin Hood, an English outlaw and archer, who leads a band of Merry Men to rob from the rich and give to the poor, defying the corrupt authorities in medieval England. This adaptation by Joan Prats likely focuses on his acts of rebellion and resistance against injustice.|Joan Prats\Robin Hood Rebelión|2025-10-06 18:53:57|1|166.54|False
Sanar La Relaciones|Raimon Samsó|Self-help, Personal Growth, Relationships, Spirituality|Unknown|Unknown|This book by Raimon Samsó likely offers guidance on how to improve and heal various interpersonal relationships, including those with family, partners, and friends. It focuses on achieving inner peace and harmony through self-awareness, conscious communication, and letting go of past hurts to foster healthier connections.|Raimon Samsó\Sanar La Relaciones|2025-10-06 18:54:08|1|32.23|True
Casa De Cielo Y Aliento|Sarah J. Maas|Fantasy, Urban Fantasy, Romance|Ciudad Medialuna (Crescent City) #2|2022|The second book in the Crescent City series, it continues the story of Bryce Quinlan and Hunt Athalar as they navigate the aftermath of the first book's events, dealing with political intrigue, ancient powers, and the struggle for freedom in a modern fantasy world.|Sarah J. Maas\Casa De Cielo Y Aliento|2025-10-06 18:54:19|1|859.11|True
Casa De Tierra Y Sangre|Sarah J. Maas|Fantasy|Ciudad Medialuna|Unknown|Bryce Quinlan, a half-human, half-fae woman, teams up with Hunt Athalar, a Fae assassin, to solve a brutal murder in the modern, magical city of Midgard, delving into a world of demons, angels, and ancient secrets.|Sarah J. Maas\Casa De Tierra Y Sangre|2025-10-06 18:54:28|1|785.37|False
Misterio En El Barrio Gótico|Sergio Vila-Sanjuán|Mystery|Unknown|2017|Inspector Alex Vives investigates the murder of a prominent businessman in Barcelona's historic Gothic Quarter, revealing secrets and tensions among the city's elite.|Sergio Vila-Sanjuán\Misterio En El Barrio Gótico|2025-10-06 18:54:38|1|194.93|True
Sonidos De Viento Para Dormir|Sleeptime Publications|Relaxation/Sleep Aid|Unknown|Unknown|An audio program featuring soothing sounds of wind, specifically designed to aid relaxation and promote sleep.|Sleeptime Publications\Sonidos De Viento Para Dormir|2025-10-06 18:54:48|1|110.18|False
Tarzán|Edgar Rice Burroughs|Adventure|Tarzan (Book 1)|1912|The story of John Clayton, the orphaned son of English nobility, who is raised by apes in the jungles of Africa after his parents are marooned and die. He grows up to be Tarzan, a powerful and agile man of the jungle, and eventually encounters other humans, including Jane Porter, leading to conflicts between his primal upbringing and civilized society.|Edgar Rice Burroughs\Tarzán|2025-10-06 18:54:57|1|142.91|False
